timestamp,id,posture,motion,alertness,fall,light,temp
2025-08-14T14:04:49.965280,1,3.074219,3.019531,3.015625,0,156.311019,24.384881
2025-08-14T14:04:50.073482,2,3.070312,3.019531,3.019531,0,156.127914,24.384881
2025-08-14T14:04:50.173947,3,3.074219,3.015625,3.0117190000000003,0,156.066879,24.384881
2025-08-14T14:04:50.271797,4,3.074219,3.019531,3.015625,0,156.066879,24.384881
2025-08-14T14:04:50.373436,5,3.070312,3.019531,3.0117190000000003,0,156.127914,24.384881
2025-08-14T14:04:50.499087,6,3.074219,3.015625,3.019531,0,156.249984,24.384881
2025-08-14T14:04:50.575077,7,3.066406,3.019531,3.0117190000000003,0,156.127914,24.384881
2025-08-14T14:04:50.677627,8,3.078125,3.015625,3.0117190000000003,0,156.066879,24.384881
2025-08-14T14:05:36.888317,9,3.078125,3.019531,3.007812,0,157.348617,24.441588
2025-08-14T14:05:36.917312,10,3.074219,3.019531,3.019531,0,157.348617,24.441588
2025-08-14T14:05:37.019322,11,3.078125,3.015625,3.015625,0,157.470687,24.432136
2025-08-14T14:05:37.119311,12,3.074219,3.023438,3.0117190000000003,0,157.531722,24.441588
2025-08-14T14:05:37.221586,13,3.074219,3.019531,3.019531,0,157.531722,24.441588
2025-08-14T14:05:37.321889,14,3.074219,3.019531,3.019531,0,157.470687,24.441588
2025-08-14T14:05:37.422973,15,3.078125,3.019531,3.023438,0,157.409652,24.441588
2025-08-14T14:05:37.523255,16,3.074219,3.019531,3.019531,0,157.409652,24.441588
2025-08-14T14:05:37.623822,17,3.074219,3.027344,3.0117190000000003,0,157.409652,24.441588
2025-08-14T14:05:37.729986,18,3.074219,3.023438,3.019531,0,157.409652,24.441588
2025-08-14T14:05:37.827619,19,3.070312,3.019531,3.007812,0,157.531722,24.441588
2025-08-14T14:05:37.928458,20,3.078125,3.015625,3.0117190000000003,0,157.531722,24.441588
2025-08-14T14:05:38.028782,21,3.074219,3.019531,3.007812,0,157.592757,24.441588
2025-08-14T14:05:38.129138,22,3.074219,3.019531,3.007812,0,157.531722,24.422684
2025-08-14T14:05:38.228402,23,3.078125,3.019531,3.023438,0,157.470687,24.441588
2025-08-14T14:05:38.330795,24,3.066406,3.023438,3.015625,0,157.470687,24.441588
2025-08-14T14:05:38.431965,25,3.074219,3.027344,3.019531,0,157.409652,24.441588
2025-08-14T14:05:38.532003,26,3.074219,3.023438,3.015625,0,157.409652,24.441588
2025-08-14T14:05:38.634462,27,3.074219,3.027344,3.0117190000000003,0,157.409652,24.432136
2025-08-14T14:05:38.738459,28,3.074219,3.015625,3.015625,0,157.531722,24.441588
2025-08-14T14:05:38.837919,29,3.078125,3.015625,3.019531,0,157.531722,24.441588
2025-08-14T14:05:38.935994,30,3.078125,3.019531,3.015625,0,157.592757,24.441588
2025-08-14T14:05:39.041294,31,3.082031,3.019531,3.015625,0,157.531722,24.441588
2025-08-14T14:05:39.146742,32,3.078125,3.015625,3.0117190000000003,0,157.470687,24.441588
2025-08-14T14:05:39.239508,33,3.078125,3.019531,3.015625,0,157.409652,24.441588
2025-08-14T14:05:39.340508,34,3.078125,3.015625,3.0117190000000003,0,157.409652,24.441588
2025-08-14T14:05:39.442085,35,3.074219,3.019531,3.015625,0,157.409652,24.422684
2025-08-14T14:05:39.541115,36,3.082031,3.023438,3.0117190000000003,0,157.470687,24.45104
2025-08-14T14:05:39.642783,37,3.074219,3.027344,3.007812,0,157.409652,24.441588
2025-08-14T14:05:39.748533,38,3.078125,3.023438,3.019531,0,157.470687,24.441588
2025-08-14T14:05:39.844313,39,3.078125,3.015625,3.0117190000000003,0,157.531722,24.432136
2025-08-14T14:05:39.949335,40,3.074219,3.019531,3.0117190000000003,0,157.531722,24.441588
2025-08-14T14:05:40.059525,41,3.078125,3.023438,3.0117190000000003,0,157.592757,24.432136
2025-08-14T14:05:40.155525,42,3.078125,3.023438,3.019531,0,157.531722,24.441588
2025-08-14T14:05:40.247692,43,3.078125,3.023438,3.0117190000000003,0,157.470687,24.432136
2025-08-14T14:05:40.348271,44,3.074219,3.023438,3.015625,0,157.409652,24.441588
2025-08-14T14:05:40.447211,45,3.074219,3.015625,3.015625,0,157.348617,24.432136
2025-08-14T14:05:40.550688,46,3.074219,3.019531,3.015625,0,157.348617,24.432136
2025-08-14T14:05:40.650943,47,3.074219,3.019531,3.023438,0,157.348617,24.441588
2025-08-14T14:05:40.752978,48,3.078125,3.019531,3.019531,0,157.348617,24.441588
2025-08-14T14:05:40.853620,49,3.070312,3.019531,3.019531,0,157.409652,24.432136
2025-08-14T14:05:40.953946,50,3.078125,3.011719,3.0117190000000003,0,157.409652,24.441588
2025-08-14T14:05:41.055502,51,3.074219,3.015625,3.023438,0,157.348617,24.441588
2025-08-14T14:05:41.155903,52,3.074219,3.019531,3.015625,0,157.287582,24.432136
2025-08-14T14:05:41.257464,53,3.074219,3.015625,3.015625,0,157.287582,24.432136
2025-08-14T14:05:41.358571,54,3.074219,3.015625,3.023438,0,157.226546,24.432136
2025-08-14T14:05:41.459571,55,3.074219,3.023438,3.0117190000000003,0,157.226546,24.432136
2025-08-14T14:05:41.559567,56,3.078125,3.015625,3.0117190000000003,0,157.226546,24.432136
2025-08-14T14:05:41.663632,57,3.078125,3.023438,3.015625,0,157.226546,24.441588
2025-08-14T14:05:41.762123,58,3.078125,3.019531,3.019531,0,157.043441,24.441588
2025-08-14T14:05:41.866267,59,3.074219,3.019531,3.0117190000000003,0,156.7993,24.441588
2025-08-14T14:05:41.966318,60,3.074219,3.019531,3.0117190000000003,0,156.67723,24.432136
2025-08-14T14:05:42.065212,61,3.078125,3.015625,3.015625,0,156.616195,24.432136
2025-08-14T14:05:42.166728,62,3.074219,3.015625,3.003906,0,156.616195,24.441588
2025-08-14T14:05:42.268707,63,3.078125,3.023438,3.015625,0,156.616195,24.432136
2025-08-14T14:05:42.369334,64,3.078125,3.015625,3.019531,0,156.616195,24.432136
2025-08-14T14:05:42.470288,65,3.070312,3.019531,3.0117190000000003,0,156.616195,24.441588
2025-08-14T14:05:42.571274,66,3.078125,3.019531,3.015625,0,156.67723,24.441588
2025-08-14T14:05:42.670400,67,3.074219,3.019531,3.0273440000000003,0,156.67723,24.441588
2025-08-14T14:05:42.771105,68,3.078125,3.019531,3.015625,0,156.616195,24.441588
2025-08-14T14:05:42.873563,69,3.078125,3.015625,3.015625,0,156.55516,24.432136
2025-08-14T14:05:42.973365,70,3.074219,3.019531,3.015625,0,156.494125,24.432136
2025-08-14T14:05:43.076330,71,3.074219,3.019531,3.015625,0,156.433089,24.432136
2025-08-14T14:05:43.175914,72,3.074219,3.023438,3.015625,0,156.433089,24.441588
2025-08-14T14:05:43.277332,73,3.078125,3.023438,3.015625,0,156.55516,24.441588
2025-08-14T14:05:43.382625,74,3.070312,3.015625,3.0117190000000003,0,156.616195,24.441588
2025-08-14T14:05:43.480609,75,3.078125,3.015625,3.019531,0,156.67723,24.432136
2025-08-14T14:05:43.581865,76,3.074219,3.023438,3.015625,0,156.67723,24.432136
2025-08-14T14:05:43.696865,77,3.078125,3.011719,3.0117190000000003,0,156.67723,24.432136
2025-08-14T14:05:43.787856,78,3.074219,3.011719,3.015625,0,156.67723,24.441588
2025-08-14T14:05:43.882569,79,3.074219,3.019531,3.019531,0,156.55516,24.432136
2025-08-14T14:05:43.981592,80,3.078125,3.019531,3.007812,0,156.55516,24.432136
2025-08-14T14:05:44.083153,81,3.078125,3.019531,3.023438,0,156.494125,24.432136
2025-08-14T14:05:44.186161,82,3.078125,3.019531,3.0117190000000003,0,156.55516,24.432136
2025-08-14T14:05:44.288897,83,3.074219,3.019531,3.019531,0,156.616195,24.432136
2025-08-14T14:05:44.387888,84,3.078125,3.015625,3.019531,0,156.616195,24.432136
2025-08-14T14:05:44.487888,85,3.074219,3.019531,3.019531,0,156.67723,24.432136
2025-08-14T14:05:44.682886,86,3.078125,3.011719,3.0117190000000003,0,156.738265,24.432136
2025-08-14T14:05:44.729904,87,3.074219,3.023438,3.007812,0,156.494125,24.432136
2025-08-14T14:05:44.825886,88,3.074219,3.019531,3.0117190000000003,0,156.55516,24.432136
2025-08-14T14:05:44.930198,89,3.074219,3.023438,3.015625,0,156.616195,24.432136
2025-08-14T14:05:45.033163,90,3.074219,3.015625,3.019531,0,156.738265,24.432136
2025-08-14T14:05:45.166355,91,3.074219,3.019531,3.015625,0,156.738265,24.441588
2025-08-14T14:05:45.230842,92,3.078125,3.019531,3.019531,0,156.738265,24.432136
2025-08-14T14:05:45.332725,93,3.078125,3.015625,3.007812,0,156.55516,24.432136
2025-08-14T14:05:45.432095,94,3.074219,3.019531,3.015625,0,156.55516,24.432136
2025-08-14T14:05:45.534107,95,3.070312,3.019531,3.023438,0,156.55516,24.432136
2025-08-14T14:05:45.659113,96,3.074219,3.023438,3.0117190000000003,0,156.494125,24.432136
2025-08-14T14:05:45.739947,97,3.074219,3.019531,3.015625,0,156.55516,24.432136
2025-08-14T14:05:45.841388,98,3.078125,3.015625,3.015625,0,156.67723,24.432136
2025-08-14T14:05:45.941384,99,3.070312,3.019531,3.015625,0,156.67723,24.441588
2025-08-14T14:05:46.042055,100,3.078125,3.019531,3.003906,0,156.67723,24.432136
2025-08-14T14:05:46.151499,101,3.074219,3.019531,3.015625,0,156.616195,24.432136
2025-08-14T14:05:46.242790,102,3.074219,3.019531,3.015625,0,156.55516,24.432136
